date,sales_accuracy,customer_accuracy,actual_sales,predicted_sales,actual_customers,predicted_customers
2024-10-04,71.94550115619263,87.62879498202592,80233.17,57724.156,297.0,260.257521096617
2024-10-05,71.8167105956521,84.21965853985913,83384.58,59884.062,334.0,281.29365952312946
2024-10-06,55.74671830235562,71.42262283131618,79859.01,44518.777,327.0,233.55197665840387
2024-10-07,0.0,30.707705337389385,59817.27,119893.21,226.0,382.6005859375
2024-10-08,81.08776111203828,68.33623883010137,50332.8,59851.86,202.0,265.96079756319523
2024-10-09,4.51094102166735,68.05574441257912,58313.11,113995.75,237.0,312.7078857421875
2024-10-10,0.0,61.29228254404578,56448.2,134815.38,243.0,337.05975341796875
2024-10-11,19.633095299471364,73.7492180479982,71727.89,129373.375,313.0,395.1649475097656
2024-10-12,35.85608332296262,77.32934951782227,71676.04000000001,117651.86,288.0,353.2914733886719
2024-10-13,99.88061448308325,87.01198309570461,76606.34,76697.8,333.0,289.74990370869637
2024-10-14,46.65671674169266,74.302832950608,56238.28,86237.625,239.0,300.4162292480469
2024-10-15,87.99396561853536,89.22092692057292,71658.96,80262.36,300.0,267.66278076171875
2024-10-16,66.65184087425675,86.09715927765978,68995.75,92004.56,309.0,266.04022216796875
2024-10-17,97.06529553923855,85.38027954101562,61811.42,59997.438,250.0,213.45069885253906
2024-10-18,73.85005078763331,84.89897172669976,60295.19,76062.35,245.0,208.0024807304144
2024-10-19,34.48811331417299,71.62027883098314,93467.39,154699.64,380.0,272.1570595577359
2024-10-20,81.77206760042996,67.68801256579493,94155.91,76993.234,377.0,255.18380737304688
2024-10-21,68.93160262933687,98.63741188523693,52394.96,68673.234,218.0,215.0295579098165
2024-10-22,95.65673435882228,72.37245831287132,60393.630000000005,57770.574,265.0,191.787014529109
2024-10-23,0.0,77.77506447488204,63234.119999999995,131472.88,266.0,325.1183284968138
2024-10-24,0.0,78.1601173290308,63604.18,252137.38,276.0,336.278076171875
2024-10-25,0.0,70.74723806989638,54918.99,174440.97,241.0,311.4991562515497
2024-10-26,0.0,58.19058931790865,62640.72,204831.1,260.0,368.7044677734375
2024-10-27,0.0,35.32519740775028,54163.36,190290.89,223.0,367.2248097807169
2024-10-28,0.0,0.0,42629.17,271719.7,179.0,471.7759094238281
2024-10-29,0.0,0.0,33098.43,213742.84,133.0,401.99725341796875
2024-10-30,0.0,38.56501988002232,54022.56,201866.31,210.0,339.0134582519531
2024-10-31,33.26451430011103,35.38922305710972,66384.1,110685.85,229.0,376.95867919921875
2024-11-01,15.5417637138614,61.47369001699791,60168.32000000001,110985.42,239.0,331.077880859375
2024-11-02,0.0,76.27481063635926,51523.82,111446.4,210.0,259.82289766364556
2024-11-03,0.0,84.94384765625,60603.68,143819.48,265.0,304.8988037109375
2024-11-04,0.0,0.0,39668.87,136056.69,169.0,458.5587158203125
2024-11-05,4.099309450818936,56.57378110018643,39652.86,77680.23,176.0,252.43014526367188
2024-11-06,0.0,24.94827796672952,50854.97,109497.57,232.0,406.1199951171875
2024-11-07,0.0,0.0,44823.73,99916.43,201.0,591.755859375
2024-11-08,85.86378723499801,11.028966159685282,66025.92,56692.355,282.0,532.8983154296875
2024-11-09,40.99408249561045,85.38073078461146,85806.02,35175.39,337.0,386.2669372558594
2024-11-10,36.63125500912008,87.69226974442293,85618.82999999999,31363.252,339.0,297.27679443359375
2024-11-11,40.39548520172872,95.82802143170318,64295.01,25972.281,268.0,256.8190974369645
2024-11-12,49.54819413742732,81.65704699436037,70956.04999999999,35157.44,303.0,247.4208523929119
2024-11-13,82.83421706201379,86.85283061053794,55717.28,46152.973,236.0,267.0273197591305
2024-11-14,99.51745638975967,99.91349032344787,80122.81,80509.44,304.0,303.7370105832815
2024-11-15,93.73366985626221,91.0190163248749,92237.4,86457.5,367.0,334.03978991229087
2024-11-16,76.87328518065519,74.16875914999069,83190.25,63951.08,343.0,254.39884388446808
2024-11-17,43.51016910695426,53.69472744009519,98073.14,42671.79,394.0,211.55722611397505
2024-11-18,72.8673055201483,81.8106160190878,69657.73,50757.71,287.0,234.796467974782
2024-11-19,73.88171481786682,85.41310481510716,60385.479999999996,44613.83,241.0,276.15441739559174
